Series,Subset,Date,Season,Site,Latitude,Longitude,Transect,Transects,Station,Temperature,Visbility,Depth,DepthRange,Replicate,Species,Phase,Size,Abundance,a,b,allometric,Biomass,Holdfast Use,Blade Use ,Cover,Frondosity
2804,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,1,2,9,12,13,6,,1,Lessoniatrabeculata,Adult,13,1,0.003,2.4445,528.4872628,1.585461788,NA,NA,NA,NA
2805,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,1,2,9,12,13,6,,2,Lessoniatrabeculata,Recruit,10,1,0.003,2.4445,278.2915374,0.834874612,NA,NA,NA,NA
2806,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,1,2,9,12,13,6,,2,Lessoniatrabeculata,Adult,23,1,0.003,2.4445,2131.786439,6.395359316,NA,NA,NA,NA
2807,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,1,2,10,12,13,5,,1,Lessoniatrabeculata,Adult,13,1,0.003,2.4445,528.4872628,1.585461788,NA,NA,NA,NA
2808,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,1,2,10,12,13,5,,1,Lessoniatrabeculata,Adult,20,1,0.003,2.4445,1514.843698,4.544531093,NA,NA,NA,NA
2809,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,1,3,10,12,13,5,,2,Lessoniatrabeculata,NA,0,0,0.003,2.4445,0,0,NA,NA,NA,NA
2810,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,1,14,12,15.8,,1,Lessoniatrabeculata,Adult,25,1,0.003,2.4445,2613.751838,7.841255514,NA,NA,NA,NA
2811,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,1,14,12,15.8,,2,Lessoniatrabeculata,Adult,18,1,0.003,2.4445,1170.883373,3.512650118,NA,NA,NA,NA
2812,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,1,14,12,15.8,,2,Lessoniatrabeculata,Recruit,8,1,0.003,2.4445,161.2885261,0.483865578,NA,NA,NA,NA
2813,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,1,14,12,15.8,,2,Lessoniatrabeculata,Recruit,2,1,0.003,2.4445,5.443369611,0.016330109,NA,NA,NA,NA
2814,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,1,14,12,15.8,,2,Lessoniatrabeculata,Recruit,2,1,0.003,2.4445,5.443369611,0.016330109,NA,NA,NA,NA
2815,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,1,14,12,15.8,,2,Lessoniatrabeculata,Recruit,5,1,0.003,2.4445,51.12486516,0.153374595,NA,NA,NA,NA
2816,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,1,14,12,15.8,,2,Lessoniatrabeculata,Recruit,3,1,0.003,2.4445,14.66637912,0.043999137,NA,NA,NA,NA
2817,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,1,14,12,15.8,,2,Lessoniatrabeculata,Recruit,7,1,0.003,2.4445,116.3703013,0.349110904,NA,NA,NA,NA
2818,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,2,14,12,12,,1,Lessoniatrabeculata,Adult,14,1,0.003,2.4445,633.4465618,1.900339685,NA,NA,NA,NA
2819,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,2,14,12,12,,1,Lessoniatrabeculata,Adult,23,1,0.003,2.4445,2131.786439,6.395359316,NA,NA,NA,NA
2820,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,2,14,12,12,,1,Lessoniatrabeculata,Adult,18,1,0.003,2.4445,1170.883373,3.512650118,NA,NA,NA,NA
2821,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,2,14,12,12,,2,Lessoniatrabeculata,Adult,12,1,0.003,2.4445,434.5688132,1.30370644,NA,NA,NA,NA
2822,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,2,14,12,12,,2,Lessoniatrabeculata,Adult,23,1,0.003,2.4445,2131.786439,6.395359316,NA,NA,NA,NA
2823,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,2,14,12,12,,2,Lessoniatrabeculata,Adult,13,1,0.003,2.4445,528.4872628,1.585461788,NA,NA,NA,NA
2824,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,3,14,12,12.9,,1,Lessoniatrabeculata,Adult,16,1,0.003,2.4445,877.9530615,2.633859185,NA,NA,NA,NA
2825,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,3,14,12,12.9,,1,Lessoniatrabeculata,Adult,16,1,0.003,2.4445,877.9530615,2.633859185,NA,NA,NA,NA
2826,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,3,14,12,12.9,,1,Lessoniatrabeculata,Adult,15,1,0.003,2.4445,749.816655,2.249449965,NA,NA,NA,NA
2827,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,3,14,12,12.9,,1,Lessoniatrabeculata,Adult,33,1,0.003,2.4445,5152.373359,15.45712008,NA,NA,NA,NA
2828,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,3,14,12,12.9,,2,Lessoniatrabeculata,Recruit,6,1,0.003,2.4445,79.83452241,0.239503567,NA,NA,NA,NA
2829,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,4,14,12,12.4,,1,Lessoniatrabeculata,Adult,17,1,0.003,2.4445,1018.198349,3.054595046,NA,NA,NA,NA
2830,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,4,14,12,12.4,,2,Lessoniatrabeculata,Recruit,6,1,0.003,2.4445,79.83452241,0.239503567,NA,NA,NA,NA
2831,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,4,14,12,12.4,,2,Lessoniatrabeculata,Adult,22,1,0.003,2.4445,1912.283348,5.736850044,NA,NA,NA,NA
2832,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,5,14,12,15.6,,1,Lessoniatrabeculata,Adult,26,1,0.003,2.4445,2876.751506,8.630254518,NA,NA,NA,NA
2833,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,5,14,12,15.6,,2,Lessoniatrabeculata,Adult,23,1,0.003,2.4445,2131.786439,6.395359316,NA,NA,NA,NA
2834,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,3,5,14,12,15.6,,2,Lessoniatrabeculata,Adult,16,1,0.003,2.4445,877.9530615,2.633859185,NA,NA,NA,NA
2835,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,6,14,12,14.6,,1,Lessoniatrabeculata,Recruit,10,1,0.003,2.4445,278.2915374,0.834874612,NA,NA,NA,NA
2836,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,6,14,12,14.6,,1,Lessoniatrabeculata,Adult,24,1,0.003,2.4445,2365.518671,7.096556014,NA,NA,NA,NA
2837,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,6,14,12,14.6,,1,Lessoniatrabeculata,Adult,53,1,0.003,2.4445,16405.60925,49.21682775,NA,NA,NA,NA
2838,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,6,14,12,14.6,,2,Lessoniatrabeculata,Adult,43,1,0.003,2.4445,9840.420106,29.52126032,NA,NA,NA,NA
2839,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,7,14,12,15,,1,Lessoniatrabeculata,NA,0,0,0.003,2.4445,0,0,NA,NA,NA,NA
2840,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,7,14,12,15,,2,Lessoniatrabeculata,Adult,15,1,0.003,2.4445,749.816655,2.249449965,NA,NA,NA,NA
2841,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,7,14,12,15,,2,Lessoniatrabeculata,Adult,13,1,0.003,2.4445,528.4872628,1.585461788,NA,NA,NA,NA
2842,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,7,14,12,15,,2,Lessoniatrabeculata,Adult,52,1,0.003,2.4445,15659.22173,46.97766518,NA,NA,NA,NA
2843,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,7,14,12,15,,2,Lessoniatrabeculata,Adult,11,1,0.003,2.4445,351.3050711,1.053915213,NA,NA,NA,NA
2844,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,7,14,12,15,,2,Lessoniatrabeculata,Adult,17,1,0.003,2.4445,1018.198349,3.054595046,NA,NA,NA,NA
2845,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,8,14,12,10.9,,1,Lessoniatrabeculata,Adult,17,1,0.003,2.4445,1018.198349,3.054595046,NA,NA,NA,NA
2846,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,8,14,12,10.9,,1,Lessoniatrabeculata,Adult,22,1,0.003,2.4445,1912.283348,5.736850044,NA,NA,NA,NA
2847,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,8,14,12,10.9,,2,Lessoniatrabeculata,Adult,15,1,0.003,2.4445,749.816655,2.249449965,NA,NA,NA,NA
2848,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,8,14,12,10.9,,2,Lessoniatrabeculata,Adult,20,1,0.003,2.4445,1514.843698,4.544531093,NA,NA,NA,NA
2849,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,9,14,12,10,,1,Lessoniatrabeculata,Adult,23,1,0.003,2.4445,2131.786439,6.395359316,NA,NA,NA,NA
2850,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,9,14,12,10,,1,Lessoniatrabeculata,NA,0,0,0.003,2.4445,0,0,NA,NA,NA,NA
2851,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,9,14,12,10,,2,Lessoniatrabeculata,Adult,32,1,0.003,2.4445,4779.023015,14.33706904,NA,NA,NA,NA
2852,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,9,14,12,10,,2,Lessoniatrabeculata,Adult,15,1,0.003,2.4445,749.816655,2.249449965,NA,NA,NA,NA
2853,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,9,14,12,10,,2,Lessoniatrabeculata,Adult,18,1,0.003,2.4445,1170.883373,3.512650118,NA,NA,NA,NA
2854,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,10,14,12,10,,1,Lessoniatrabeculata,NA,0,0,0.003,2.4445,0,0,NA,NA,NA,NA
2855,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,10,14,12,10,,2,Lessoniatrabeculata,Adult,14,1,0.003,2.4445,633.4465618,1.900339685,NA,NA,NA,NA
2856,Kelp,13-11-12,Spring2012,LosMolles,-32.23052136,-71.5239898,2,4,10,14,12,10,,2,Lessoniatrabeculata,Adult,36,1,0.003,2.4445,6373.550968,19.1206529,NA,NA,NA,NA
2857,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,1,15,13,13,15,1,Lessoniatrabeculata,Adult,42,1,0.003,2.4445,9290.367428,27.87110228,NA,NA,NA,NA
2858,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,1,15,13,13,15,1,Lessoniatrabeculata,Adult,42,1,0.003,2.4445,9290.367428,27.87110228,NA,NA,NA,NA
2859,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,1,15,13,13,15,2,Lessoniatrabeculata,NA,0,0,0.003,2.4445,0,0,NA,NA,NA,NA
2860,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,2,15,13,11,15,1,Lessoniatrabeculata,Adult,18,1,0.003,2.4445,1170.883373,3.512650118,NA,NA,NA,NA
2861,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,2,15,13,11,15,1,Lessoniatrabeculata,Adult,16,1,0.003,2.4445,877.9530615,2.633859185,NA,NA,NA,NA
2862,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,2,15,13,11,15,1,Lessoniatrabeculata,Recruit,9,1,0.003,2.4445,215.1026765,0.64530803,NA,NA,NA,NA
2863,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,2,15,13,11,15,1,Lessoniatrabeculata,Recruit,6,1,0.003,2.4445,79.83452241,0.239503567,NA,NA,NA,NA
2864,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,2,15,13,11,15,1,Lessoniatrabeculata,Adult,17,1,0.003,2.4445,1018.198349,3.054595046,NA,NA,NA,NA
2865,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,2,15,13,11,15,2,Lessoniatrabeculata,Recruit,10,1,0.003,2.4445,278.2915374,0.834874612,NA,NA,NA,NA
2866,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,2,15,13,11,15,2,Lessoniatrabeculata,Adult,12,1,0.003,2.4445,434.5688132,1.30370644,NA,NA,NA,NA
2867,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,2,15,13,11,15,2,Lessoniatrabeculata,Adult,14,1,0.003,2.4445,633.4465618,1.900339685,NA,NA,NA,NA
2868,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,2,15,13,11,15,2,Lessoniatrabeculata,Adult,16,1,0.003,2.4445,877.9530615,2.633859185,NA,NA,NA,NA
2869,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,2,15,13,11,15,2,Lessoniatrabeculata,Adult,33,1,0.003,2.4445,5152.373359,15.45712008,NA,NA,NA,NA
2870,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,15,13,11,15,1,Lessoniatrabeculata,Adult,28,1,0.003,2.4445,3448.083764,10.34425129,NA,NA,NA,NA
2871,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,15,13,11,15,1,Lessoniatrabeculata,Adult,28,1,0.003,2.4445,3448.083764,10.34425129,NA,NA,NA,NA
2872,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,15,13,11,15,1,Lessoniatrabeculata,Adult,28,1,0.003,2.4445,3448.083764,10.34425129,NA,NA,NA,NA
2873,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,15,13,11,15,1,Lessoniatrabeculata,Adult,28,1,0.003,2.4445,3448.083764,10.34425129,NA,NA,NA,NA
2874,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,15,13,11,15,1,Lessoniatrabeculata,Adult,25,1,0.003,2.4445,2613.751838,7.841255514,NA,NA,NA,NA
2875,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,15,13,11,15,2,Lessoniatrabeculata,Adult,23,1,0.003,2.4445,2131.786439,6.395359316,NA,NA,NA,NA
2876,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,15,13,11,15,2,Lessoniatrabeculata,Adult,23,1,0.003,2.4445,2131.786439,6.395359316,NA,NA,NA,NA
2877,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,15,13,11,15,2,Lessoniatrabeculata,Adult,19,1,0.003,2.4445,1336.328336,4.008985009,NA,NA,NA,NA
2878,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,3,15,13,11,15,2,Lessoniatrabeculata,Recruit,1,1,0.003,2.4445,1,0.003,NA,NA,NA,NA
2879,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,4,15,13,6,10,1,Lessoniatrabeculata,Adult,26,1,0.003,2.4445,2876.751506,8.630254518,NA,NA,NA,NA
2880,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,4,15,13,6,10,1,Lessoniatrabeculata,Adult,26,1,0.003,2.4445,2876.751506,8.630254518,NA,NA,NA,NA
2881,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,4,15,13,6,10,1,Lessoniatrabeculata,Adult,26,1,0.003,2.4445,2876.751506,8.630254518,NA,NA,NA,NA
2882,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,4,15,13,6,10,1,Lessoniatrabeculata,Adult,47,1,0.003,2.4445,12230.47189,36.69141566,NA,NA,NA,NA
2883,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,4,15,13,6,10,2,Lessoniatrabeculata,Adult,25,1,0.003,2.4445,2613.751838,7.841255514,NA,NA,NA,NA
2884,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,4,15,13,6,10,2,Lessoniatrabeculata,Adult,25,1,0.003,2.4445,2613.751838,7.841255514,NA,NA,NA,NA
2885,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,4,15,13,6,10,2,Lessoniatrabeculata,Adult,37,1,0.003,2.4445,6815.051067,20.4451532,NA,NA,NA,NA
2886,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,4,15,13,6,10,2,Lessoniatrabeculata,Adult,37,1,0.003,2.4445,6815.051067,20.4451532,NA,NA,NA,NA
2887,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,5,15,13,8,10,1,Lessoniatrabeculata,Adult,13,1,0.003,2.4445,528.4872628,1.585461788,NA,NA,NA,NA
2888,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,5,15,13,8,10,1,Lessoniatrabeculata,Adult,24,1,0.003,2.4445,2365.518671,7.096556014,NA,NA,NA,NA
2889,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,5,15,13,8,10,1,Lessoniatrabeculata,Recruit,1,1,0.003,2.4445,1,0.003,NA,NA,NA,NA
2890,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,1,5,15,13,8,10,2,Lessoniatrabeculata,Adult,35,1,0.003,2.4445,5949.415963,17.84824789,NA,NA,NA,NA
2891,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,15,13,8,10,1,Lessoniatrabeculata,Adult,39,1,0.003,2.4445,7750.994556,23.25298367,NA,NA,NA,NA
2892,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,15,13,8,10,1,Lessoniatrabeculata,Adult,37,1,0.003,2.4445,6815.051067,20.4451532,NA,NA,NA,NA
2893,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,15,13,8,10,1,Lessoniatrabeculata,Adult,37,1,0.003,2.4445,6815.051067,20.4451532,NA,NA,NA,NA
2894,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,15,13,8,10,2,Lessoniatrabeculata,Adult,43,1,0.003,2.4445,9840.420106,29.52126032,NA,NA,NA,NA
2895,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,6,15,13,8,10,2,Lessoniatrabeculata,Adult,43,1,0.003,2.4445,9840.420106,29.52126032,NA,NA,NA,NA
2896,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,7,15,13,8,10,1,Lessoniatrabeculata,Adult,33,1,0.003,2.4445,5152.373359,15.45712008,NA,NA,NA,NA
2897,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,7,15,13,8,10,1,Lessoniatrabeculata,Adult,34,1,0.003,2.4445,5542.429948,16.62728985,NA,NA,NA,NA
2898,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,7,15,13,8,10,1,Lessoniatrabeculata,Adult,39,1,0.003,2.4445,7750.994556,23.25298367,NA,NA,NA,NA
2899,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,7,15,13,8,10,2,Lessoniatrabeculata,Adult,17,1,0.003,2.4445,1018.198349,3.054595046,NA,NA,NA,NA
2900,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,8,15,13,8,10,1,Lessoniatrabeculata,Adult,43,1,0.003,2.4445,9840.420106,29.52126032,NA,NA,NA,NA
2901,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,8,15,13,8,10,1,Lessoniatrabeculata,Adult,34,1,0.003,2.4445,5542.429948,16.62728985,NA,NA,NA,NA
2902,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,8,15,13,8,10,1,Lessoniatrabeculata,Adult,34,1,0.003,2.4445,5542.429948,16.62728985,NA,NA,NA,NA
2903,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,8,15,13,8,10,1,Lessoniatrabeculata,Adult,25,1,0.003,2.4445,2613.751838,7.841255514,NA,NA,NA,NA
2904,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,8,15,13,8,10,2,Lessoniatrabeculata,Adult,36,1,0.003,2.4445,6373.550968,19.1206529,NA,NA,NA,NA
2905,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,8,15,13,8,10,2,Lessoniatrabeculata,Adult,24,1,0.003,2.4445,2365.518671,7.096556014,NA,NA,NA,NA
2906,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,8,15,13,8,10,2,Lessoniatrabeculata,Adult,24,1,0.003,2.4445,2365.518671,7.096556014,NA,NA,NA,NA
2907,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,8,15,13,8,10,2,Lessoniatrabeculata,Adult,30,1,0.003,2.4445,4081.529193,12.24458758,NA,NA,NA,NA
2908,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,9,15,13,6,10,1,Lessoniatrabeculata,Adult,19,1,0.003,2.4445,1336.328336,4.008985009,NA,NA,NA,NA
2909,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,9,15,13,6,10,2,Lessoniatrabeculata,Adult,36,1,0.003,2.4445,6373.550968,19.1206529,NA,NA,NA,NA
2910,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,9,15,13,6,10,2,Lessoniatrabeculata,Adult,42,1,0.003,2.4445,9290.367428,27.87110228,NA,NA,NA,NA
2911,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,9,15,13,6,10,2,Lessoniatrabeculata,Adult,42,1,0.003,2.4445,9290.367428,27.87110228,NA,NA,NA,NA
2912,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,10,15,13,5,5,1,Lessoniatrabeculata,Adult,36,1,0.003,2.4445,6373.550968,19.1206529,NA,NA,NA,NA
2913,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,10,15,13,5,5,1,Lessoniatrabeculata,Adult,42,1,0.003,2.4445,9290.367428,27.87110228,NA,NA,NA,NA
2914,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,10,15,13,5,5,2,Lessoniatrabeculata,Adult,36,1,0.003,2.4445,6373.550968,19.1206529,NA,NA,NA,NA
2915,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,1,2,10,15,13,5,5,2,Lessoniatrabeculata,Adult,36,1,0.003,2.4445,6373.550968,19.1206529,NA,NA,NA,NA
2916,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,2,3,1,15,11,14,15,1,Lessoniatrabeculata,Adult,25,1,0.003,2.4445,2613.751838,7.841255514,NA,NA,NA,NA
2917,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,2,3,1,15,11,14,15,1,Lessoniatrabeculata,Adult,33,1,0.003,2.4445,5152.373359,15.45712008,NA,NA,NA,NA
2918,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,2,3,1,15,11,14,15,2,Lessoniatrabeculata,Adult,24,1,0.003,2.4445,2365.518671,7.096556014,NA,NA,NA,NA
2919,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,2,3,1,15,11,14,15,2,Lessoniatrabeculata,Adult,24,1,0.003,2.4445,2365.518671,7.096556014,NA,NA,NA,NA
2920,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,2,3,1,15,11,14,15,2,Lessoniatrabeculata,Adult,19,1,0.003,2.4445,1336.328336,4.008985009,NA,NA,NA,NA
2921,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,2,3,2,15,11,14,15,1,Lessoniatrabeculata,Adult,37,1,0.003,2.4445,6815.051067,20.4451532,NA,NA,NA,NA
2922,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,2,3,2,15,11,14,15,2,Lessoniatrabeculata,Adult,23,1,0.003,2.4445,2131.786439,6.395359316,NA,NA,NA,NA
2923,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,2,3,2,15,11,14,15,2,Lessoniatrabeculata,Adult,31,1,0.003,2.4445,4422.151942,13.26645583,NA,NA,NA,NA
2924,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,2,3,2,15,11,14,15,2,Lessoniatrabeculata,Adult,49,1,0.003,2.4445,13542.04703,40.62614108,NA,NA,NA,NA
2925,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,2,3,3,15,11,13,15,1,Lessoniatrabeculata,Adult,37,1,0.003,2.4445,6815.051067,20.4451532,NA,NA,NA,NA
2926,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,2,3,3,15,11,13,15,2,Lessoniatrabeculata,NA,0,0,0.003,2.4445,0,0,NA,NA,NA,NA
2927,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,2,3,4,15,11,13,15,1,Lessoniatrabeculata,Adult,42,1,0.003,2.4445,9290.367428,27.87110228,NA,NA,NA,NA
2928,Kelp,31-03-12,Fall2012,ZapallarAmerb,-32.54715419,-71.46500893,2,3,4,15,11,13,15,1,Lessoniatrabeculata,Adult,33,1,0.003,2.4445,5152.373359,15.45712008,NA,NA,NA,NA
